class	id	type	mark	chr	chr_cov	chr_covered_bp
PLACENTA	E091	Placenta	H3K27ac	chr8	0.0246824	3612621
PLACENTA	E091	Placenta	H3K27ac	chr9	0.0281658	3977395
PLACENTA	E091	Placenta	H3K27ac	chr10	0.0292908	3969924
PLACENTA	E091	Placenta	H3K27ac	chr11	0.0358486	4839790
PLACENTA	E091	Placenta	H3K27ac	chr12	0.0306588	4103739
PLACENTA	E091	Placenta	H3K27ac	chr13	0.0146932	1692211
PLACENTA	E091	Placenta	H3K27ac	chr14	0.0296214	3179845
PLACENTA	E091	Placenta	H3K27ac	chr15	0.02758	2827815
PLACENTA	E091	Placenta	H3K27ac	chr16	0.0337799	3052176
PLACENTA	E091	Placenta	H3K27ac	chr17	0.0517603	4202692
PLACENTA	E091	Placenta	H3K27ac	chr18	0.0194625	1519577
PLACENTA	E091	Placenta	H3K27ac	chr19	0.0689682	4078022
PLACENTA	E091	Placenta	H3K27ac	chr20	0.0407348	2567330
PLACENTA	E091	Placenta	H3K27ac	chr21	0.0233231	1122539
PLACENTA	E091	Placenta	H3K27ac	chr22	0.0402412	2064557
PLACENTA	E091	Placenta	H3K27ac	chrX	0.0128456	1994541
PLACENTA	E091	Placenta	H3K27ac	chrY	0	0
PLACENTA	E091	Placenta	H3K27me3	chr1	0.0172668	4303757
PLACENTA	E091	Placenta	H3K27me3	chr2	0.0123222	2996759
PLACENTA	E091	Placenta	H3K27me3	chr3	0.00736447	1458330
PLACENTA	E091	Placenta	H3K27me3	chr4	0.00821418	1570176
PLACENTA	E091	Placenta	H3K27me3	chr5	0.0102466	1853763
PLACENTA	E091	Placenta	H3K27me3	chr6	0.0104332	1785283
PLACENTA	E091	Placenta	H3K27me3	chr7	0.013234	2106041
PLACENTA	E091	Placenta	H3K27me3	chr8	0.0103265	1511424
PLACENTA	E091	Placenta	H3K27me3	chr9	0.0147587	2084129
PLACENTA	E091	Placenta	H3K27me3	chr10	0.0172971	2344356
PLACENTA	E091	Placenta	H3K27me3	chr11	0.0209063	2822492
PLACENTA	E091	Placenta	H3K27me3	chr12	0.0138546	1854463
PLACENTA	E091	Placenta	H3K27me3	chr13	0.00696481	802136
PLACENTA	E091	Placenta	H3K27me3	chr14	0.0115705	1242091
PLACENTA	E091	Placenta	H3K27me3	chr15	0.0109784	1125633
PLACENTA	E091	Placenta	H3K27me3	chr16	0.0215562	1947701
PLACENTA	E091	Placenta	H3K27me3	chr17	0.0336651	2733447
PLACENTA	E091	Placenta	H3K27me3	chr18	0.00865483	675745
PLACENTA	E091	Placenta	H3K27me3	chr19	0.0396463	2344247
PLACENTA	E091	Placenta	H3K27me3	chr20	0.0325366	2050634
PLACENTA	E091	Placenta	H3K27me3	chr21	0.0145315	699398
PLACENTA	E091	Placenta	H3K27me3	chr22	0.0253479	1300464
PLACENTA	E091	Placenta	H3K27me3	chrX	0.0162105	2517018
PLACENTA	E091	Placenta	H3K27me3	chrY	3.80978e-05	2262
PLACENTA	E091	Placenta	H3K36me3	chr1	0.0472108	11767327
PLACENTA	E091	Placenta	H3K36me3	chr2	0.0363681	8844688
PLACENTA	E091	Placenta	H3K36me3	chr3	0.0358716	7103374
PLACENTA	E091	Placenta	H3K36me3	chr4	0.0233981	4472655
PLACENTA	E091	Placenta	H3K36me3	chr5	0.0338504	6124054
PLACENTA	E091	Placenta	H3K36me3	chr6	0.0302146	5170176
PLACENTA	E091	Placenta	H3K36me3	chr7	0.0346019	5506507
PLACENTA	E091	Placenta	H3K36me3	chr8	0.0270746	3962746
PLACENTA	E091	Placenta	H3K36me3	chr9	0.0373231	5270525
PLACENTA	E091	Placenta	H3K36me3	chr10	0.0385997	5231594
PLACENTA	E091	Placenta	H3K36me3	chr11	0.0464827	6275463
PLACENTA	E091	Placenta	H3K36me3	chr12	0.0473292	6335108
PLACENTA	E091	Placenta	H3K36me3	chr13	0.0200567	2309922
PLACENTA	E091	Placenta	H3K36me3	chr14	0.0398707	4280106
PLACENTA	E091	Placenta	H3K36me3	chr15	0.0426852	4376571
PLACENTA	E091	Placenta	H3K36me3	chr16	0.0606441	5479483
PLACENTA	E091	Placenta	H3K36me3	chr17	0.0869367	7058842
PLACENTA	E091	Placenta	H3K36me3	chr18	0.0235677	1840098
PLACENTA	E091	Placenta	H3K36me3	chr19	0.112309	6640730
PLACENTA	E091	Placenta	H3K36me3	chr20	0.0586325	3695342
PLACENTA	E091	Placenta	H3K36me3	chr21	0.0304509	1465598
PLACENTA	E091	Placenta	H3K36me3	chr22	0.0620914	3185572
PLACENTA	E091	Placenta	H3K36me3	chrX	0.0112061	1739971
PLACENTA	E091	Placenta	H3K36me3	chrY	0	0
PLACENTA	E091	Placenta	H3K4me1	chr1	0.0452118	11269079
PLACENTA	E091	Placenta	H3K4me1	chr2	0.032449	7891569
PLACENTA	E091	Placenta	H3K4me1	chr3	0.0295631	5854151
PLACENTA	E091	Placenta	H3K4me1	chr4	0.0166872	3189824
PLACENTA	E091	Placenta	H3K4me1	chr5	0.0264068	4777386
PLACENTA	E091	Placenta	H3K4me1	chr6	0.0293262	5018148
PLACENTA	E091	Placenta	H3K4me1	chr7	0.031837	5066492
PLACENTA	E091	Placenta	H3K4me1	chr8	0.0288536	4223127
PLACENTA	E091	Placenta	H3K4me1	chr9	0.0370555	5232728
PLACENTA	E091	Placenta	H3K4me1	chr10	0.0387903	5257439
PLACENTA	E091	Placenta	H3K4me1	chr11	0.0488784	6598901
PLACENTA	E091	Placenta	H3K4me1	chr12	0.0359833	4816437
PLACENTA	E091	Placenta	H3K4me1	chr13	0.0154034	1774010
PLACENTA	E091	Placenta	H3K4me1	chr14	0.0358023	3843361
PLACENTA	E091	Placenta	H3K4me1	chr15	0.0370413	3797901
PLACENTA	E091	Placenta	H3K4me1	chr16	0.0575352	5198579
PLACENTA	E091	Placenta	H3K4me1	chr17	0.0845521	6865225
PLACENTA	E091	Placenta	H3K4me1	chr18	0.0226555	1768880
PLACENTA	E091	Placenta	H3K4me1	chr19	0.108328	6405302
PLACENTA	E091	Placenta	H3K4me1	chr20	0.0584281	3682459
PLACENTA	E091	Placenta	H3K4me1	chr21	0.0312038	1501838
PLACENTA	E091	Placenta	H3K4me1	chr22	0.0667995	3427118
PLACENTA	E091	Placenta	H3K4me1	chrX	0.0103134	1601371
PLACENTA	E091	Placenta	H3K4me1	chrY	8.26967e-06	491
PLACENTA	E091	Placenta	H3K4me3	chr1	0.0118036	2942058
PLACENTA	E091	Placenta	H3K4me3	chr2	0.00804606	1956797
PLACENTA	E091	Placenta	H3K4me3	chr3	0.00840703	1664780
PLACENTA	E091	Placenta	H3K4me3	chr4	0.00630011	1204292
PLACENTA	E091	Placenta	H3K4me3	chr5	0.00800559	1448334
PLACENTA	E091	Placenta	H3K4me3	chr6	0.0107422	1838144
PLACENTA	E091	Placenta	H3K4me3	chr7	0.00940516	1496724
PLACENTA	E091	Placenta	H3K4me3	chr8	0.00726355	1063123
PLACENTA	E091	Placenta	H3K4me3	chr9	0.00847053	1196152
PLACENTA	E091	Placenta	H3K4me3	chr10	0.00889596	1205712
PLACENTA	E091	Placenta	H3K4me3	chr11	0.0121008	1633685
PLACENTA	E091	Placenta	H3K4me3	chr12	0.0116308	1556800
PLACENTA	E091	Placenta	H3K4me3	chr13	0.00490778	565229
PLACENTA	E091	Placenta	H3K4me3	chr14	0.00889991	955401
PLACENTA	E091	Placenta	H3K4me3	chr15	0.00921973	945312
PLACENTA	E091	Placenta	H3K4me3	chr16	0.0129408	1169263
PLACENTA	E091	Placenta	H3K4me3	chr17	0.0209768	1703214
PLACENTA	E091	Placenta	H3K4me3	chr18	0.00608814	475345
PLACENTA	E091	Placenta	H3K4me3	chr19	0.0344534	2037197
PLACENTA	E091	Placenta	H3K4me3	chr20	0.0113638	716211
PLACENTA	E091	Placenta	H3K4me3	chr21	0.00635245	305743
PLACENTA	E091	Placenta	H3K4me3	chr22	0.0121593	623826
PLACENTA	E091	Placenta	H3K4me3	chrX	0.00571967	888097
PLACENTA	E091	Placenta	H3K4me3	chrY	2.71501e-05	1612
PLACENTA	E091	Placenta	H3K9me3	chr1	0.00874845	2180557
PLACENTA	E091	Placenta	H3K9me3	chr2	0.0174279	4238443
PLACENTA	E091	Placenta	H3K9me3	chr3	0.0147728	2925338
PLACENTA	E091	Placenta	H3K9me3	chr4	0.0211286	4038824
PLACENTA	E091	Placenta	H3K9me3	chr5	0.0208068	3764273
PLACENTA	E091	Placenta	H3K9me3	chr6	0.0130527	2233507
PLACENTA	E091	Placenta	H3K9me3	chr7	0.0257786	4102376
PLACENTA	E091	Placenta	H3K9me3	chr8	0.0282788	4138999
PLACENTA	E091	Placenta	H3K9me3	chr9	0.0116576	1646205
PLACENTA	E091	Placenta	H3K9me3	chr10	0.0199246	2700469
PLACENTA	E091	Placenta	H3K9me3	chr11	0.0164431	2219921
PLACENTA	E091	Placenta	H3K9me3	chr12	0.0222252	2974880
PLACENTA	E091	Placenta	H3K9me3	chr13	0.0261134	3007473
PLACENTA	E091	Placenta	H3K9me3	chr14	0.0161012	1728455
PLACENTA	E091	Placenta	H3K9me3	chr15	0.0128558	1318121
PLACENTA	E091	Placenta	H3K9me3	chr16	0.0204822	1850663
PLACENTA	E091	Placenta	H3K9me3	chr17	0.0126909	1030444
PLACENTA	E091	Placenta	H3K9me3	chr18	0.0280082	2186805
PLACENTA	E091	Placenta	H3K9me3	chr19	0.0416528	2462888
PLACENTA	E091	Placenta	H3K9me3	chr20	0.0169086	1065672
PLACENTA	E091	Placenta	H3K9me3	chr21	0.0330941	1592818
PLACENTA	E091	Placenta	H3K9me3	chr22	0.0186147	955021
PLACENTA	E091	Placenta	H3K9me3	chrX	0.0304632	4730038
PLACENTA	E091	Placenta	H3K9me3	chrY	0.00257123	152663
SPLEEN	E113	Spleen	H3K27ac	chr1	0.0318164	7930247
SPLEEN	E113	Spleen	H3K27ac	chr2	0.0241591	5875490
SPLEEN	E113	Spleen	H3K27ac	chr3	0.0232087	4595840
SPLEEN	E113	Spleen	H3K27ac	chr4	0.0137079	2620325
SPLEEN	E113	Spleen	H3K27ac	chr5	0.0198662	3594093
SPLEEN	E113	Spleen	H3K27ac	chr6	0.0235361	4027387
SPLEEN	E113	Spleen	H3K27ac	chr7	0.0222728	3544465
SPLEEN	E113	Spleen	H3K27ac	chr8	0.0203476	2978162
SPLEEN	E113	Spleen	H3K27ac	chr9	0.0258759	3654019
SPLEEN	E113	Spleen	H3K27ac	chr10	0.0286476	3882747
SPLEEN	E113	Spleen	H3K27ac	chr11	0.0337882	4561627
SPLEEN	E113	Spleen	H3K27ac	chr12	0.0301465	4035165
SPLEEN	E113	Spleen	H3K27ac	chr13	0.0130165	1499104
SPLEEN	E113	Spleen	H3K27ac	chr14	0.027006	2899080
SPLEEN	E113	Spleen	H3K27ac	chr15	0.026916	2759735
SPLEEN	E113	Spleen	H3K27ac	chr16	0.0361804	3269069
SPLEEN	E113	Spleen	H3K27ac	chr17	0.0625316	5077264
SPLEEN	E113	Spleen	H3K27ac	chr18	0.0164882	1287351
SPLEEN	E113	Spleen	H3K27ac	chr19	0.0815413	4821457
SPLEEN	E113	Spleen	H3K27ac	chr20	0.0410485	2587103
SPLEEN	E113	Spleen	H3K27ac	chr21	0.0231503	1114221
SPLEEN	E113	Spleen	H3K27ac	chr22	0.0453921	2328822
SPLEEN	E113	Spleen	H3K27ac	chrX	0.0117919	1830935
SPLEEN	E113	Spleen	H3K27ac	chrY	0.00126819	75297
SPLEEN	E113	Spleen	H3K27me3	chr1	0.00457846	1141184
SPLEEN	E113	Spleen	H3K27me3	chr2	0.00414628	1008372
SPLEEN	E113	Spleen	H3K27me3	chr3	0.00283706	561801
SPLEEN	E113	Spleen	H3K27me3	chr4	0.00293257	560573
SPLEEN	E113	Spleen	H3K27me3	chr5	0.00378751	685219
SPLEEN	E113	Spleen	H3K27me3	chr6	0.00385705	660000
SPLEEN	E113	Spleen	H3K27me3	chr7	0.00406153	646346
SPLEEN	E113	Spleen	H3K27me3	chr8	0.00378154	553482
SPLEEN	E113	Spleen	H3K27me3	chr9	0.00388368	548428
SPLEEN	E113	Spleen	H3K27me3	chr10	0.00522863	708661
SPLEEN	E113	Spleen	H3K27me3	chr11	0.00469668	634083
SPLEEN	E113	Spleen	H3K27me3	chr12	0.00422278	565227
SPLEEN	E113	Spleen	H3K27me3	chr13	0.00279188	321540
SPLEEN	E113	Spleen	H3K27me3	chr14	0.00366878	393842
SPLEEN	E113	Spleen	H3K27me3	chr15	0.00414105	424588
SPLEEN	E113	Spleen	H3K27me3	chr16	0.00518298	468307
SPLEEN	E113	Spleen	H3K27me3	chr17	0.00751165	609910
SPLEEN	E113	Spleen	H3K27me3	chr18	0.00371013	289677
SPLEEN	E113	Spleen	H3K27me3	chr19	0.00899483	531855
SPLEEN	E113	Spleen	H3K27me3	chr20	0.00734907	463179
SPLEEN	E113	Spleen	H3K27me3	chr21	0.00311702	150022
SPLEEN	E113	Spleen	H3K27me3	chr22	0.00543817	279003
SPLEEN	E113	Spleen	H3K27me3	chrX	0.000313736	48714
SPLEEN	E113	Spleen	H3K27me3	chrY	8.13662e-05	4831
SPLEEN	E113	Spleen	H3K36me3	chr1	0.0375182	9351425
SPLEEN	E113	Spleen	H3K36me3	chr2	0.0273478	6650966
SPLEEN	E113	Spleen	H3K36me3	chr3	0.0281821	5580689
SPLEEN	E113	Spleen	H3K36me3	chr4	0.0155549	2973394
SPLEEN	E113	Spleen	H3K36me3	chr5	0.0220383	3987066
SPLEEN	E113	Spleen	H3K36me3	chr6	0.0240106	4108574
SPLEEN	E113	Spleen	H3K36me3	chr7	0.0312695	4976192
SPLEEN	E113	Spleen	H3K36me3	chr8	0.0222933	3262933
SPLEEN	E113	Spleen	H3K36me3	chr9	0.0338735	4783393
SPLEEN	E113	Spleen	H3K36me3	chr10	0.0312207	4231489
SPLEEN	E113	Spleen	H3K36me3	chr11	0.0406312	5485471
SPLEEN	E113	Spleen	H3K36me3	chr12	0.0393125	5262051
SPLEEN	E113	Spleen	H3K36me3	chr13	0.0146205	1683842
SPLEEN	E113	Spleen	H3K36me3	chr14	0.0306981	3295425
SPLEEN	E113	Spleen	H3K36me3	chr15	0.032304	3312174
SPLEEN	E113	Spleen	H3K36me3	chr16	0.0669843	6052353
SPLEEN	E113	Spleen	H3K36me3	chr17	0.0841919	6835977
SPLEEN	E113	Spleen	H3K36me3	chr18	0.0178255	1391769
SPLEEN	E113	Spleen	H3K36me3	chr19	0.12547	7418912
SPLEEN	E113	Spleen	H3K36me3	chr20	0.0569808	3591242
SPLEEN	E113	Spleen	H3K36me3	chr21	0.0320634	1543206
SPLEEN	E113	Spleen	H3K36me3	chr22	0.0785098	4027910
SPLEEN	E113	Spleen	H3K36me3	chrX	0.0101282	1572609
SPLEEN	E113	Spleen	H3K36me3	chrY	0.00108547	64448
SPLEEN	E113	Spleen	H3K4me1	chr1	0.0386706	9638663
SPLEEN	E113	Spleen	H3K4me1	chr2	0.0304713	7410608
SPLEEN	E113	Spleen	H3K4me1	chr3	0.0280067	5545948
SPLEEN	E113	Spleen	H3K4me1	chr4	0.0156373	2989129
SPLEEN	E113	Spleen	H3K4me1	chr5	0.0233798	4229765
SPLEEN	E113	Spleen	H3K4me1	chr6	0.0260828	4463156
SPLEEN	E113	Spleen	H3K4me1	chr7	0.0287814	4580240
SPLEEN	E113	Spleen	H3K4me1	chr8	0.0266185	3895994
SPLEEN	E113	Spleen	H3K4me1	chr9	0.0332141	4690282
SPLEEN	E113	Spleen	H3K4me1	chr10	0.0368123	4989352
SPLEEN	E113	Spleen	H3K4me1	chr11	0.042787	5776518
SPLEEN	E113	Spleen	H3K4me1	chr12	0.0324969	4349768
SPLEEN	E113	Spleen	H3K4me1	chr13	0.0161179	1856292
SPLEEN	E113	Spleen	H3K4me1	chr14	0.0322565	3462720
SPLEEN	E113	Spleen	H3K4me1	chr15	0.0335525	3440181
SPLEEN	E113	Spleen	H3K4me1	chr16	0.051822	4682366
SPLEEN	E113	Spleen	H3K4me1	chr17	0.0778826	6323694
SPLEEN	E113	Spleen	H3K4me1	chr18	0.0227733	1778075
SPLEEN	E113	Spleen	H3K4me1	chr19	0.0947508	5602518
SPLEEN	E113	Spleen	H3K4me1	chr20	0.0549398	3462609
SPLEEN	E113	Spleen	H3K4me1	chr21	0.0301492	1451080
SPLEEN	E113	Spleen	H3K4me1	chr22	0.0674276	3459346
SPLEEN	E113	Spleen	H3K4me1	chrX	0.00772843	1199997
SPLEEN	E113	Spleen	H3K4me1	chrY	0.000715689	42493
SPLEEN	E113	Spleen	H3K4me3	chr1	0.0182153	4540171
SPLEEN	E113	Spleen	H3K4me3	chr2	0.0145961	3549756
SPLEEN	E113	Spleen	H3K4me3	chr3	0.0132822	2630181
SPLEEN	E113	Spleen	H3K4me3	chr4	0.00965253	1845122
SPLEEN	E113	Spleen	H3K4me3	chr5	0.0124618	2254537
SPLEEN	E113	Spleen	H3K4me3	chr6	0.0137065	2345389
SPLEEN	E113	Spleen	H3K4me3	chr7	0.0151699	2414118
SPLEEN	E113	Spleen	H3K4me3	chr8	0.0138743	2030695
SPLEEN	E113	Spleen	H3K4me3	chr9	0.0150495	2125186
SPLEEN	E113	Spleen	H3K4me3	chr10	0.0177619	2407355
SPLEEN	E113	Spleen	H3K4me3	chr11	0.0204158	2756270
SPLEEN	E113	Spleen	H3K4me3	chr12	0.0161072	2155978
SPLEEN	E113	Spleen	H3K4me3	chr13	0.00895264	1031075
SPLEEN	E113	Spleen	H3K4me3	chr14	0.0142083	1525259
SPLEEN	E113	Spleen	H3K4me3	chr15	0.0153528	1574139
SPLEEN	E113	Spleen	H3K4me3	chr16	0.0244829	2212147
SPLEEN	E113	Spleen	H3K4me3	chr17	0.0325144	2640016
SPLEEN	E113	Spleen	H3K4me3	chr18	0.0123278	962519
SPLEEN	E113	Spleen	H3K4me3	chr19	0.0457202	2703389
SPLEEN	E113	Spleen	H3K4me3	chr20	0.0257888	1625350
SPLEEN	E113	Spleen	H3K4me3	chr21	0.013788	663616
SPLEEN	E113	Spleen	H3K4me3	chr22	0.0280595	1439581
SPLEEN	E113	Spleen	H3K4me3	chrX	0.00346259	537638
SPLEEN	E113	Spleen	H3K4me3	chrY	0.000898481	53346
SPLEEN	E113	Spleen	H3K9me3	chr1	0.0196987	4909911
SPLEEN	E113	Spleen	H3K9me3	chr2	0.0195029	4743092
SPLEEN	E113	Spleen	H3K9me3	chr3	0.0161119	3190523
SPLEEN	E113	Spleen	H3K9me3	chr4	0.0189308	3618711
SPLEEN	E113	Spleen	H3K9me3	chr5	0.0213269	3858356
SPLEEN	E113	Spleen	H3K9me3	chr6	0.0177984	3045567
SPLEEN	E113	Spleen	H3K9me3	chr7	0.0250243	3982327
SPLEEN	E113	Spleen	H3K9me3	chr8	0.0210059	3074512
SPLEEN	E113	Spleen	H3K9me3	chr9	0.0173199	2445796
SPLEEN	E113	Spleen	H3K9me3	chr10	0.024395	3306372
SPLEEN	E113	Spleen	H3K9me3	chr11	0.0206217	2784061
SPLEEN	E113	Spleen	H3K9me3	chr12	0.0227982	3051576
SPLEEN	E113	Spleen	H3K9me3	chr13	0.0154511	1779504
SPLEEN	E113	Spleen	H3K9me3	chr14	0.0173122	1858456
SPLEEN	E113	Spleen	H3K9me3	chr15	0.0186876	1916070
SPLEEN	E113	Spleen	H3K9me3	chr16	0.0286011	2584242
SPLEEN	E113	Spleen	H3K9me3	chr17	0.0244783	1987521
SPLEEN	E113	Spleen	H3K9me3	chr18	0.0183498	1432705
SPLEEN	E113	Spleen	H3K9me3	chr19	0.0917715	5426353
SPLEEN	E113	Spleen	H3K9me3	chr20	0.031255	1969863
SPLEEN	E113	Spleen	H3K9me3	chr21	0.0226526	1090269
SPLEEN	E113	Spleen	H3K9me3	chr22	0.0249884	1282019
SPLEEN	E113	Spleen	H3K9me3	chrX	0.00788746	1224690
SPLEEN	E113	Spleen	H3K9me3	chrY	0.00588272	349278
THYMUS	E112	Thymus	H3K27ac	chr1	0.0172238	4293031
THYMUS	E112	Thymus	H3K27ac	chr2	0.0133106	3237126
THYMUS	E112	Thymus	H3K27ac	chr3	0.0119455	2365476
THYMUS	E112	Thymus	H3K27ac	chr4	0.00719494	1375343
THYMUS	E112	Thymus	H3K27ac	chr5	0.0105026	1900088
THYMUS	E112	Thymus	H3K27ac	chr6	0.0138412	2368432
THYMUS	E112	Thymus	H3K27ac	chr7	0.0113745	1810117
THYMUS	E112	Thymus	H3K27ac	chr8	0.0100073	1464706
THYMUS	E112	Thymus	H3K27ac	chr9	0.0127941	1806697
THYMUS	E112	Thymus	H3K27ac	chr10	0.0145902	1977477
THYMUS	E112	Thymus	H3K27ac	chr11	0.016463	2222615
THYMUS	E112	Thymus	H3K27ac	chr12	0.016676	2232109
THYMUS	E112	Thymus	H3K27ac	chr13	0.00747072	860402
THYMUS	E112	Thymus	H3K27ac	chr14	0.0159219	1709212
THYMUS	E112	Thymus	H3K27ac	chr15	0.0139572	1431048
THYMUS	E112	Thymus	H3K27ac	chr16	0.0199696	1804352
THYMUS	E112	Thymus	H3K27ac	chr17	0.0320664	2603636
THYMUS	E112	Thymus	H3K27ac	chr18	0.00885428	691318
THYMUS	E112	Thymus	H3K27ac	chr19	0.0378921	2240521
THYMUS	E112	Thymus	H3K27ac	chr20	0.019285	1215447
THYMUS	E112	Thymus	H3K27ac	chr21	0.0137672	662615
THYMUS	E112	Thymus	H3K27ac	chr22	0.0228346	1171519
THYMUS	E112	Thymus	H3K27ac	chrX	0.00603552	937139
THYMUS	E112	Thymus	H3K27ac	chrY	0.000907053	53855
THYMUS	E112	Thymus	H3K27me3	chr1	0.00997786	2486987
THYMUS	E112	Thymus	H3K27me3	chr2	0.0078119	1899848
THYMUS	E112	Thymus	H3K27me3	chr3	0.00525114	1039843
THYMUS	E112	Thymus	H3K27me3	chr4	0.00524075	1001792
THYMUS	E112	Thymus	H3K27me3	chr5	0.00752577	1361526
THYMUS	E112	Thymus	H3K27me3	chr6	0.00885741	1515637
THYMUS	E112	Thymus	H3K27me3	chr7	0.00835542	1329670
THYMUS	E112	Thymus	H3K27me3	chr8	0.00696077	1018806
THYMUS	E112	Thymus	H3K27me3	chr9	0.00926733	1308671
THYMUS	E112	Thymus	H3K27me3	chr10	0.00974157	1320321
THYMUS	E112	Thymus	H3K27me3	chr11	0.00996562	1345424
THYMUS	E112	Thymus	H3K27me3	chr12	0.0087212	1167349
THYMUS	E112	Thymus	H3K27me3	chr13	0.00488563	562677
THYMUS	E112	Thymus	H3K27me3	chr14	0.00808256	867659
THYMUS	E112	Thymus	H3K27me3	chr15	0.00880429	902716
THYMUS	E112	Thymus	H3K27me3	chr16	0.0106347	960892
THYMUS	E112	Thymus	H3K27me3	chr17	0.0200847	1630783
THYMUS	E112	Thymus	H3K27me3	chr18	0.00642214	501423
THYMUS	E112	Thymus	H3K27me3	chr19	0.0240611	1422708
THYMUS	E112	Thymus	H3K27me3	chr20	0.0142611	898812
THYMUS	E112	Thymus	H3K27me3	chr21	0.0049469	238094
THYMUS	E112	Thymus	H3K27me3	chr22	0.0129962	666764
THYMUS	E112	Thymus	H3K27me3	chrX	0.0012849	199507
THYMUS	E112	Thymus	H3K27me3	chrY	3.82662e-05	2272
THYMUS	E112	Thymus	H3K36me3	chr1	0.0176754	4405599
THYMUS	E112	Thymus	H3K36me3	chr2	0.0127014	3088964
THYMUS	E112	Thymus	H3K36me3	chr3	0.0130604	2586247
THYMUS	E112	Thymus	H3K36me3	chr4	0.0071662	1369850
THYMUS	E112	Thymus	H3K36me3	chr5	0.0109656	1983842
THYMUS	E112	Thymus	H3K36me3	chr6	0.0107102	1832673
THYMUS	E112	Thymus	H3K36me3	chr7	0.0136732	2175937
THYMUS	E112	Thymus	H3K36me3	chr8	0.00875973	1282109
THYMUS	E112	Thymus	H3K36me3	chr9	0.0155414	2194659
THYMUS	E112	Thymus	H3K36me3	chr10	0.0128256	1738313
THYMUS	E112	Thymus	H3K36me3	chr11	0.018344	2476557
THYMUS	E112	Thymus	H3K36me3	chr12	0.0202125	2705480
THYMUS	E112	Thymus	H3K36me3	chr13	0.00649909	748499
THYMUS	E112	Thymus	H3K36me3	chr14	0.0135507	1454665
THYMUS	E112	Thymus	H3K36me3	chr15	0.0148162	1519130
THYMUS	E112	Thymus	H3K36me3	chr16	0.0313955	2836734
THYMUS	E112	Thymus	H3K36me3	chr17	0.0416347	3380542
THYMUS	E112	Thymus	H3K36me3	chr18	0.0084795	662056
THYMUS	E112	Thymus	H3K36me3	chr19	0.0678031	4009130
THYMUS	E112	Thymus	H3K36me3	chr20	0.0253663	1598724
THYMUS	E112	Thymus	H3K36me3	chr21	0.0155576	748788
THYMUS	E112	Thymus	H3K36me3	chr22	0.0354335	1817902
THYMUS	E112	Thymus	H3K36me3	chrX	0.00343313	533064
THYMUS	E112	Thymus	H3K36me3	chrY	0.000496854	29500
THYMUS	E112	Thymus	H3K4me1	chr1	0.0193828	4831187
THYMUS	E112	Thymus	H3K4me1	chr2	0.0168719	4103242
THYMUS	E112	Thymus	H3K4me1	chr3	0.0159529	3159027
THYMUS	E112	Thymus	H3K4me1	chr4	0.00874969	1672540
THYMUS	E112	Thymus	H3K4me1	chr5	0.0120978	2188674
THYMUS	E112	Thymus	H3K4me1	chr6	0.0163784	2802589
THYMUS	E112	Thymus	H3K4me1	chr7	0.0131758	2096779
THYMUS	E112	Thymus	H3K4me1	chr8	0.0123024	1800626
THYMUS	E112	Thymus	H3K4me1	chr9	0.0145242	2051012
THYMUS	E112	Thymus	H3K4me1	chr10	0.0180299	2443681
THYMUS	E112	Thymus	H3K4me1	chr11	0.0181773	2454055
THYMUS	E112	Thymus	H3K4me1	chr12	0.0187708	2512509
THYMUS	E112	Thymus	H3K4me1	chr13	0.00927556	1068265
THYMUS	E112	Thymus	H3K4me1	chr14	0.0180568	1938394
THYMUS	E112	Thymus	H3K4me1	chr15	0.0175703	1801512
THYMUS	E112	Thymus	H3K4me1	chr16	0.0236355	2135581
THYMUS	E112	Thymus	H3K4me1	chr17	0.035818	2908247
THYMUS	E112	Thymus	H3K4me1	chr18	0.0115624	902762
THYMUS	E112	Thymus	H3K4me1	chr19	0.035721	2112148
THYMUS	E112	Thymus	H3K4me1	chr20	0.0217997	1373937
THYMUS	E112	Thymus	H3K4me1	chr21	0.0167684	807062
THYMUS	E112	Thymus	H3K4me1	chr22	0.0261615	1342205
THYMUS	E112	Thymus	H3K4me1	chrX	0.00376016	583842
THYMUS	E112	Thymus	H3K4me1	chrY	0.000610002	36218
THYMUS	E112	Thymus	H3K4me3	chr1	0.014496	3613149
THYMUS	E112	Thymus	H3K4me3	chr2	0.0102191	2485274
THYMUS	E112	Thymus	H3K4me3	chr3	0.00999585	1979403
THYMUS	E112	Thymus	H3K4me3	chr4	0.00710333	1357832
THYMUS	E112	Thymus	H3K4me3	chr5	0.00909335	1645125
THYMUS	E112	Thymus	H3K4me3	chr6	0.0122381	2094120
THYMUS	E112	Thymus	H3K4me3	chr7	0.010619	1689888
THYMUS	E112	Thymus	H3K4me3	chr8	0.00828977	1213324
THYMUS	E112	Thymus	H3K4me3	chr9	0.00999134	1410911
THYMUS	E112	Thymus	H3K4me3	chr10	0.0111402	1509881
THYMUS	E112	Thymus	H3K4me3	chr11	0.0137118	1851183
THYMUS	E112	Thymus	H3K4me3	chr12	0.0141221	1890276
THYMUS	E112	Thymus	H3K4me3	chr13	0.0063927	736246
THYMUS	E112	Thymus	H3K4me3	chr14	0.0121453	1303794
THYMUS	E112	Thymus	H3K4me3	chr15	0.0116264	1192071
THYMUS	E112	Thymus	H3K4me3	chr16	0.0155692	1406750
